ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1;2010-01-28;;01;BL11;1A15ANXHGG5;20100128;Y;4;AB;;5;1340;1830;;4288;1753;1460;02;1248;66;4;true;;Opel;ASTRA Viistoperä (AB) 4ov 1248cm3;1;6;ASTRA;05;e1*01/116*0261*14;02;849;130;99280;693;W0L0AHL488;3248094
M1;2010-01-04;;01;AABZBX0;FM6FM62S002ST0GG;20100104;0;4;AA;;4;1505;1920;;4886;1855;1417;01;1798;118;4;true;;Volkswagen;PASSAT CC Sedan (AA) 4ov 1798cm3;1;6;PASSAT CC;05;e1*01/116*0468*02;01;049;178;54345;021;WVWZZZ3CZ9;3315144
M1;2010-03-23;;01;2;4;20090911;8;4;AB;;5;1155;1555;;3900;1695;1655;01;1339;73;4;false;;Honda;JAZZ Viistoperä (AB) 4ov 1339cm3 A;2;6;JAZZ;05;e6*01/116*0126*02;01;405;125;78459;538;JHMGE68409;3359775
M1;2010-01-29;;01;AFBLSX01;SGEFM5A40447GG;20090923;8;4;AF;1;5;1325;1820;1820;4315;1768;1459;02;1896;77;4;true;false;Seat;LEON Monikäyttöajoneuvo (AF) 4ov 1896cm3;1;5;LEON;05;e9*01/116*0052*19;02;179;119;226341;418;VSSZZZ1PZA;3400059
M1;2010-01-27;;01;H202M0;SZAAA502;20100127;2;4;AC;;5;1665;2205;;4706;1782;1474;02;2143;125;4;true;;Mercedes-Benz;C 220 CDI Farmari (AC) 4ov 2143cm3 A;2;5;C 220 CDI;05;e1*01/116*0457*07;02;698;166;234776;972;WDD2042021;3415736
M1;2010-01-05;;01;14Z;2EU;20100105;8;4;AB;;5;1255;1770;;4490;1755;1470;01;1598;77;4;false;;Mazda;3 Viistoperä (AB) 4ov 1598cm3;1;5;3;05;e11*01/116*0262*02;01;405;149;108559;539;JMZBL14Z20;3430029
M1;2010-01-05;;01;H202M0;SZAAA502;20100105;8;4;AC;;5;1665;2205;;4706;1782;1474;02;2143;125;4;true;;Mercedes-Benz;C 220 CDI Farmari (AC) 4ov 2143cm3 A;2;5;C 220 CDI;05;e1*01/116*0457*07;02;082;166;149814;137;WDD2042021;3441341
M1;2010-01-29;;01;UH31;5A;20100129;8;4;AC;;5;1350;1775;;4239;1748;1421;01;1995;90;4;false;;BMW;116i Farmari (AC) 4ov 1995cm3;1;6;116i;05;e1*2007/46*0283*00;01;167;143;78616;802;WBAUH31020;3449600
M1;2010-03-29;;01;ZRT270(W);ZRT270L-AWFNPW(1C);20100329;9;4;AF;1;5;1475;1970;1970;4785;1810;1480;01;1598;97;4;false;false;Toyota;AVENSIS Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;6;AVENSIS;05;e11*01/116*0331*02;01;905;153;163198;653;SB1EE76LX0;3455544
M1;2010-02-19;;01;ZRT271(E);ZRT271L-AEFEPW(1C);20091109;Y;4;AA;;5;1450;2000;;4715;1810;1480;01;1798;108;4;false;;Toyota;AVENSIS Sedan (AA) 4ov 1798cm3;1;6;AVENSIS;05;e11*01/116*0331*02;01;272;154;156283;676;SB1BG76L00;3460463
M1;2010-10-05;;01;KR1J;KR1JBH;20100108;6;4;AC;;5;1185;1598;1598;4233;1719;1518;01;1149;55;4;false;false;Renault;CLIO Farmari (AC) 4ov 1149cm3;1;5;CLIO;05;e2*01/116*0327*27;01;734;139;65730;248;VF1KR1JBH4;3464191
M1;2010-01-05;;01;R20DF0;JDAAA50;20011115;8;5;AC;;5;1555;2080;2080;4540;1730;1470;02;2148;85;4;true;false;Mercedes-Benz;C 200 CDI Farmari (AC) 5ov 2148cm3;1;6;C 200 CDI;05;e1*98/14*0158*00;02;887;177;334126;317;WDB2032041;3467640
M1;2010-01-13;;01;FS11;1A11A5EABN5;20100113;8;4;AC;;5;1278;1860;;4515;1753;1500;01;1598;85;4;false;;Opel;ASTRA STATION WAGON Farmari (AC) 4ov 1598cm3;1;5;ASTRA STATION WAGON;05;e1*2007/46*0341*00;01;179;158;153039;409;W0L0AHL35A;3470940
M1;2010-03-06;;01;F5PG1;M57AZ1;20100306;0;4;AF;;5;1317;1820;;4490;1790;1525;01;1591;91;4;false;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1591cm3;1;5;CEED;05;e4*01/116*0121*15;01;143;142;91757;395;U5YHC812AA;3473159
M1;2010-01-04;;01;AACBABX0;FD6FD62E018ST7MGSVR0;20100104;8;4;AA;;5;1549;2110;;4870;1820;1492;02;1968;103;4;true;;Volkswagen;PASSAT Sedan (AA) 4ov 1968cm3 A;2;6;PASSAT;05;e1*01/116*0307*22;02;297;158;135772;708;WVWZZZ3CZA;3475306
M1;2010-01-04;;01;AACAYCX0;FM5FM5A4057ST7MGEVR2;20100104;5;4;AA;;5;1486;2000;;4870;1820;1492;02;1598;77;4;true;;Volkswagen;PASSAT Sedan (AA) 4ov 1598cm3;1;5;PASSAT;05;e1*01/116*0307*22;02;272;118;124232;676;WVWZZZ3CZA;3477379
M1;2010-05-07;24;02;;4905074465;20100507;Y;4;AF;;9;2400;3000;3000;5240;1800;2000;02;2490;86;4;true;false;Toyota;HIACE Umpikorinen (BB) 2490cm3;;;HIACE;05;;02;615;224;505836;931;JT121JK220;3479350
M1;2010-01-15;;01;FS11;1A11A5EABN5;20100115;8;4;AC;;5;1278;1860;;4515;1753;1500;01;1598;85;4;false;;Opel;ASTRA STATION WAGON Farmari (AC) 4ov 1598cm3;1;5;ASTRA STATION WAGON;05;e1*2007/46*0341*00;01;092;158;97181;017;W0L0AHL35A;3481120
M1;2010-09-03;;01;BLSAF;FA7FD7AM0077GGS7N1;20100903;2;4;AF;;7;1647;2240;;4505;1794;1694;02;1896;77;4;true;;Volkswagen;TOURAN Monikäyttöajoneuvo (AF) 4ov 1896cm3 A;2;7;TOURAN;05;e1*01/116*0211*21;02;500;148;1186502;409;WVGZZZ1TZA;3482864
M1;2010-04-14;;01;BZ0V;BZ0V06;20100414;6;4;AB;;5;1290;1734;;4295;1808;1471;01;1598;81;4;false;;Renault;MEGANE Viistoperä (AB) 4ov 1598cm3;1;6;MEGANE;05;e2*01/116*0373*10;01;049;162;96337;029;VF1BZ0V064;3484729
M1;2010-02-25;;01;BD11;1A02A4AGBLA5;20100225;6;4;AF;;5;1393;1905;;4419;1814;1510;01;1598;85;4;false;;Opel;ASTRA Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;5;ASTRA;05;e1*2007/46*0141*01;01;139;147;115644;911;W0LPD6ED1A;3486492
M1;2010-03-24;;01;KZ0V;KZ0V06;20100324;2;4;AC;;5;1350;1780;;4559;1804;1523;01;1598;81;4;false;;Renault;MEGANE Farmari (AC) 4ov 1598cm3;1;6;MEGANE;05;e2*01/116*0373*10;01;049;162;80063;021;VF1KZ0V064;3488079
M1;2010-04-29;;01;X23FK2;FZACA500;20100429;8;4;AC;;5;1275;1740;;3883;1764;1595;01;1498;70;4;false;;Mercedes-Benz;A 160 Farmari (AC) 4ov 1498cm3;3;;A 160;05;e1*01/116*0288*11;01;598;157;39638;686;WDD1690311;3489600
M1;2010-06-28;;01;19C;6;20100628;8;4;AC;;5;1575;2135;;4785;1795;1490;02;2184;92;4;true;;Mazda;6 Farmari (AC) 4ov 2184cm3;1;6;6;05;e1*01/116*0448*05;02;545;149;170651;662;JMZGH19C60;3491374
M1;2010-01-19;;01;A;A01;20100119;0;4;AF;;5;1372;1830;;4315;1783;1623;01;1598;84;4;false;;Nissan;QASHQAI Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;5;QASHQAI;05;e11*01/116*0295*10;01;444;159;103966;038;SJNFAAJ10U;3492989
M1G;2010-04-08;;01;;;20100408;0;4;AC;;5;2415;2990;;4760;1885;1890;02;2982;127;4;true;;Toyota;LAND CRUISER (150 SERIES) Farmari (AC) 4ov 2982cm3 A;2;5;LAND CRUISER (150 SERIES);10;;02;208;214;250873;851;JTEBH3FJ80;3494532
M1;2010-05-25;;01;ZRT271(W);ZRT271L-AWFEPW(1C);20100525;Y;4;AF;;5;1485;2000;;4785;1810;1480;01;1798;108;4;false;;Toyota;AVENSIS Monikäyttöajoneuvo (AF) 4ov 1798cm3;1;6;AVENSIS;05;e11*01/116*0331*02;01;049;155;149345;022;SB1EG76L40;3498564
M1;2010-01-20;;01;EV11;31;20040708;Y;4;AA;;5;1470;1895;1895;4470;1740;1420;01;2170;125;6;false;false;BMW;320i Sedan (AA) 4ov 2170cm3;1;5;320i;05;e1*98/14*0097*15;01;090;213;252589;797;WBAEV11040;3500032
M1;2010-04-23;;01;AV31;01;20010904;0;4;AA;1;5;1575;2000;2000;4470;1740;1430;01;2490;141;6;false;false;BMW;325xi Sedan (AA) 4ov 2490cm3;1;5;325xi;05;e1*98/14*0144*01;01;049;230;217700;026;WBAAV31010;3501682
M1;2010-03-02;;01;SG9;050;20060125;8;5;AC;;5;1580;2000;2000;4490;1740;1590;01;2450;169;4;true;;Subaru;FORESTER Farmari (AC) 5ov 2450cm3;;;FORESTER;05;e13*98/14*0087*03;01;420;254;252801;791;JF1SG9LD36;3503189
M1;2010-03-04;;01;ACCAYCX01;NFD7FD7AM014;20100304;9;4;AC;;5;1395;1995;;4666;1769;1522;02;1598;77;4;true;;Skoda;OCTAVIA Farmari (AC) 4ov 1598cm3 A;2;7;OCTAVIA;05;e11*01/116*0230*35;02;153;123;170537;557;TMBGT61Z6A;3504743
M1;2010-02-12;;01;X23GK2;FZACA501;20100212;1;4;AC;;5;1279;1770;;3883;1764;1595;01;1699;85;4;false;;Mercedes-Benz;A 180 Farmari (AC) 4ov 1699cm3;3;;A 180;05;e1*01/116*0288*11;01;049;166;74277;027;WDD1690321;3505949
M1;2010-03-25;;01;C;C01;20100325;0;4;AF;;5;1482;1930;;4315;1783;1623;02;1461;78;4;true;;Nissan;QASHQAI Monikäyttöajoneuvo (AF) 4ov 1461cm3;1;6;QASHQAI;05;e11*01/116*0295*10;02;541;139;131346;755;SJNFCAJ10U;3507384
M1;2010-09-30;;01;BB11;1A18D4BNDHM5;20100930;8;4;AA;;5;1570;2075;;4830;1856;1498;01;1598;132;4;true;;Opel;INSIGNIA Sedan (AA) 4ov 1598cm3;1;6;INSIGNIA;05;e1*2007/46*0374*00;01;543;179;46236;019;W0LGM5GB6A;3508758
M1;2010-07-28;;01;U00CF0;TDAAA502;20040205;Y;4;AA;;5;1640;2145;2145;4818;1822;1420;02;2148;110;4;true;false;Mercedes-Benz;E 220 CDI Sedan (AA) 4ov 2148cm3;;;E 220 CDI;09;e1*01/116*0183*05;02;179;188;326668;401;WDB2110061;3510052
M1;2010-03-01;;01;U216F0;SEAAA500;20041208;0;5;AC;;5;1855;2405;2405;4850;1822;1480;02;2685;130;5;true;false;Mercedes-Benz;E 270 CDI Farmari (AC) 5ov 2685cm3 A;2;;E 270 CDI;05;e1*01/116*0213*03;02;581;193;362028;397;WDB2112161;3511913
M1;2010-02-26;;01;ABCGGB;FM5FM52T088LLNVR07MG;20100226;8;4;AB;;5;1070;1550;;4064;1682;1500;01;1390;63;4;false;;Volkswagen;POLO Viistoperä (AB) 4ov 1390cm3;1;5;POLO;05;e1*01/116*0510*03;01;853;139;114545;208;WVWZZZ6RZA;3513388
M1;2010-03-03;;01;ABPJF1;FAV1J004R4F60S57MG;20100303;0;4;AC;;5;1695;2250;;5060;1855;1473;01;1984;125;4;true;;Audi;A6 Farmari (AC) 4ov 1984cm3;3;;A6;05;e1*01/116*0254*22;01;297;181;170533;708;WAUZZZ4F4A;3514883
M1;2010-03-16;;01;U22AK0;NCAAA500;20060717;0;5;AC;;5;1880;2430;2430;4850;1820;1480;02;2980;140;6;true;false;Mercedes-Benz;E 280 CDI Farmari (AC) 5ov 2980cm3 A;2;;E 280 CDI;09;e1*01/116*0213*09;02;430;202;287348;322;WDB2112201;3516573
M1;2010-03-19;;01;ACCBZBX0;FM6FM6AJ008E7MGN1;20100319;6;4;AC;;5;1234;1750;;4308;1786;1500;01;1197;77;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1197cm3;1;6;GOLF;05;e1*01/116*0242*33;01;444;121;148001;087;WVWZZZ1KZA;3518106
M1;2010-05-11;;01;ACCFHAX0;NFM5FM5A4047;20100511;2;4;AC;;5;1420;1965;;4360;1793;1691;02;1968;81;4;true;;Skoda;YETI Farmari (AC) 4ov 1968cm3;1;5;YETI;05;e11*2007/46*0010*05;02;010;140;169526;633;TMBJC75L8A;3519711
M1;2010-03-30;;01;ACCBZBX0;FM6FM6AJ008E7MGN1;20100330;8;4;AC;;5;1234;1750;;4308;1786;1500;01;1197;77;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1197cm3;1;6;GOLF;05;e1*01/116*0242*33;01;049;121;56303;021;WVWZZZ1KZA;3521530
M1G;2010-03-26;;01;ACCBABX1;AM6AM6A6006GDSTVR07MG;20100326;8;4;AC;;5;1665;2240;;4550;1809;1706;02;1968;103;4;true;;Volkswagen;TIGUAN Farmari (AC) 4ov 1968cm3;1;6;TIGUAN;05;e1*01/116*0450*08;02;778;167;164908;776;WVGZZZ5NZA;3523467
M1;2010-06-07;;01;H201M0;TZAAA502;20100607;8;4;AC;;5;1650;2190;;4706;1795;1474;02;2143;100;4;true;;Mercedes-Benz;C 200 CDI Farmari (AC) 4ov 2143cm3 A;2;5;C 200 CDI;05;e1*01/116*0457*09;02;091;160;215110;003;WDD2042011;3525120
M1;2011-05-31;;01;F;F02;20110531;1;4;AB;;5;1032;1475;;3719;1660;1540;01;1240;59;4;false;;Nissan;NISSAN MICRA Viistoperä (AB) 4ov 1240cm3;1;5;NISSAN MICRA;05;e11*01/116*0195*16;01;684;139;33973;265;SJNFBAK12U;3526491
M1;2010-05-21;;01;F5DN1;M62AZ1;20100521;Y;4;AF;;5;1419;1920;;4490;1790;1525;02;1582;85;4;true;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;6;CEED;05;e4*01/116*0121*15;02;743;119;134757;603;U5YHC816AA;3527831
M1;2011-09-16;;01;NDE150(H);NDE150L-DHFNXW(1J);20110330;Y;4;AF;;5;1355;1760;1760;4245;1760;1515;02;1364;66;4;true;false;Toyota;TOYOTA AURIS Monikäyttöajoneuvo (AF) 4ov 1364cm3;1;6;TOYOTA AURIS;05;e11*01/116*0305*08;02;423;128;167355;214;SB1KN56E00;3529745
M1;2010-04-06;;01;BW72;BW7240??;20100406;8;4;AC;;5;1690;2310;;4823;1876;1547;02;2400;129;5;true;;Volvo;V70 Farmari (AC) 4ov 2400cm3 A;2;6;V70;05;e9*01/116*0065*09;02;608;179;116079;296;YV1BW7240A;3531538
M1;2010-04-20;;01;AAAA1U;4AAAHA;20100420;8;2;AF;;4;940;1320;;3620;1658;1506;01;1242;51;4;false;;Ford;KA Monikäyttöajoneuvo (AF) 2ov 1242cm3;1;5;KA;05;e3*01/116*0280*03;01;844;119;;716;WF0UXXLTRU;3533294
M1;2010-04-28;;01;BLSAC;FA7FD7AM0077GGS5N1;20100428;2;4;AC;;5;1601;2190;;4505;1794;1694;02;1896;77;4;true;;Volkswagen;TOURAN Farmari (AC) 4ov 1896cm3 A;2;7;TOURAN;05;e1*01/116*0211*22;02;831;148;212544;549;WVGZZZ1TZA;3535103
M1;2010-05-21;;01;SHDC1P;5ABCLE;20100521;2;4;AB;;5;1249;1820;;4464;1839;1497;01;1596;74;4;false;;Ford;FOCUS Viistoperä (AB) 4ov 1596cm3;1;5;FOCUS;05;e13*01/116*0144*18;01;398;159;41334;155;WF0PXXGCDP;3536874
M1;2010-04-23;;01;ACCDAAX0;FD7FD7AM006ST7MGSVR0;20100423;6;4;AC;;5;1541;2140;;4870;1820;1537;01;1798;118;4;true;;Volkswagen;PASSAT Farmari (AC) 4ov 1798cm3 A;2;7;PASSAT;05;e1*01/116*0307*22;01;092;171;118118;016;WVWZZZ3CZA;3538806
M1;2010-04-20;;01;ABCAYA;FM5FM52R029LLNVR07MG;20100420;2;4;AB;;5;1157;1650;;4064;1682;1500;02;1598;55;4;true;;Volkswagen;POLO Viistoperä (AB) 4ov 1598cm3;1;5;POLO;05;e1*01/116*0510*05;02;577;109;115956;215;WVWZZZ6RZA;3540124
M1;2010-03-31;;01;B;B02;20100331;5;4;AF;;5;1206;1580;;4100;1691;1550;01;1598;81;4;false;;Nissan;NISSAN NOTE Monikäyttöajoneuvo (AF) 4ov 1598cm3 A;2;4;NISSAN NOTE;05;e11*01/116*0268*10;01;152;159;68430;615;SJNFCAE11U;3541753
M1;2010-04-06;;01;H041K0;LZAAA501;20071107;0;4;AA;;5;1490;1975;1975;4580;1770;1430;01;1790;135;4;true;false;Mercedes-Benz;C 200 KOMPRESSOR Sedan (AA) 4ov 1790cm3;;;C 200 KOMPRESSOR;05;e1*01/116*0431*03;01;790;185;273803;382;WDD2040411;3543594
M1;2010-05-27;;01;ACCAYCX0;FM5FM5A4051E7MGN1;20100527;8;4;AC;;5;1452;1960;;4631;1781;1524;02;1598;77;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1598cm3;1;5;GOLF;05;e1*01/116*0328*17;02;620;109;177246;892;WVWZZZ1KZA;3545256
M1;2010-05-19;;01;ACCBZBX0;EFD7FD7AM006;20100519;6;4;AC;;5;1375;1920;;4360;1793;1691;01;1197;77;4;true;;Skoda;YETI Farmari (AC) 4ov 1197cm3 A;2;7;YETI;05;e11*2007/46*0010*05;01;167;149;130555;801;TMBJF75L8A;3546983
M1;2010-04-30;;01;2;2;20100430;1;4;AF;;5;1782;2220;;4570;1870;1805;02;2199;110;4;true;;Honda;CR-V Monikäyttöajoneuvo (AF) 4ov 2199cm3 A;2;5;CR-V;05;e11*01/116*0302*03;02;931;195;118134;445;SHSRE6850A;3548894
M1;2010-05-10;;01;ACCFHFX1;NAM6AM62Q033;20100510;2;4;AC;;5;1525;2070;;4360;1793;1691;02;1968;81;4;true;;Skoda;YETI Farmari (AC) 4ov 1968cm3;1;6;YETI;05;e11*2007/46*0010*05;02;178;159;197686;517;TMBLC75L5A;3550432
M1;2010-05-06;;01;ACCBZBX0;FM6FM6AJ008E7MGN1;20100506;8;4;AC;;5;1364;1880;;4299;1759;1621;01;1197;77;4;true;;Volkswagen;GOLF PLUS Farmari (AC) 4ov 1197cm3;1;6;GOLF PLUS;05;e1*01/116*0304*20;01;604;126;71183;339;WVWZZZ1KZA;3552758
M1;2010-08-26;;01;A;A01;20100826;6;4;AF;;5;1167;1546;;4100;1691;1550;01;1386;65;4;false;;Nissan;NISSAN NOTE Monikäyttöajoneuvo (AF) 4ov 1386cm3;1;5;NISSAN NOTE;05;e11*01/116*0268*10;01;005;139;131530;628;SJNFAAE11U;3554644
M1;2010-08-30;;01;F5DN1;M62AZ1;20100830;Y;4;AF;;5;1419;1920;;4490;1790;1525;02;1582;85;4;true;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;6;CEED;05;e4*01/116*0121*15;02;694;119;201991;111;U5YHC816AA;3556080
M1;2010-05-14;;01;ACCFFBX1;AM6AM62Q031N7MGN1;20100514;8;4;AC;;5;1451;2020;;4308;1786;1500;02;1968;103;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1968cm3;1;6;GOLF;05;e1*01/116*0242*33;02;853;143;163561;201;WVWZZZ1KZA;3558247
M1;2010-06-14;;01;1;4;20100614;6;4;AB;;5;1276;1650;;4395;1710;1545;01;1339;65;4;false;;Honda;INSIGHT Viistoperä (AB) 4ov 1339cm3;3;;INSIGHT;05;e6*01/116*0130*01;01;091;105;99996;005;JHMZE2870A;3560091
M1;2010-05-31;;01;B;B02;20100531;1;4;AF;;5;1206;1580;;4100;1691;1550;01;1598;81;4;false;;Nissan;NISSAN NOTE Monikäyttöajoneuvo (AF) 4ov 1598cm3 A;2;4;NISSAN NOTE;05;e11*01/116*0268*10;01;078;159;92801;109;SJNFCAE11U;3562448
M1;2010-06-10;;01;AFBXWX01;SGNFM5AF0070GG;20100610;9;4;AF;;5;1251;1746;;4315;1768;1459;01;1390;63;4;false;;Seat;LEON Monikäyttöajoneuvo (AF) 4ov 1390cm3;1;5;LEON;05;e9*01/116*0052*23;01;423;154;126026;214;VSSZZZ1PZA;3564350
M1;2010-06-09;;01;U216F0;SEAAA512;20030731;Y;4;AC;;5;1855;2405;2405;4850;1822;1480;02;2685;130;5;true;false;Mercedes-Benz;E 270 CDI Farmari (AC) 4ov 2685cm3 A;2;;E 270 CDI;05;e1*01/116*01213*01;02;202;202;350347;206;WDB2112161;3566354
M1;2010-11-09;;01;ACCAXAX01;NFM6FM6AJ008;20100726;2;4;AC;;5;1330;1930;1930;4666;1769;1522;01;1390;90;4;true;false;Skoda;OCTAVIA Farmari (AC) 4ov 1390cm3;1;6;OCTAVIA;05;e11*01/116*0230*36;01;400;148;118858;238;TMBHJ61Z6A;3568345
M1;2010-05-31;;01;0U5FV*;0U5FV8/1;20100531;2;4;AF;;5;1534;2020;;4365;1837;1635;01;1598;115;4;true;;Peugeot;3008 Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;6;3008;05;e2*01/116*0377*04;01;743;167;130889;601;VF30U5FV8A;3570597
M1;2010-08-24;;01;TYWA1S;7CEAQG;20100824;9;4;AF;;7;1690;2505;;4903;1884;1660;02;1997;85;4;true;;Ford;S-MAX Monikäyttöajoneuvo (AF) 4ov 1997cm3;1;6;S-MAX;05;e13*01/116*0185*10;02;434;152;173283;079;WF0SXXGBWS;3572628
M1;2010-06-30;;01;BC11;1A02A6ALFMA5;20100630;Y;4;AB;;5;1393;1940;;4946;1814;1510;01;1364;103;4;true;;Opel;ASTRA Viistoperä (AB) 4ov 1364cm3;1;6;ASTRA;05;e1*2007/46*0141*04;01;091;138;151966;007;W0LPD6EC1A;3574764
M1;2010-06-17;;01;SNJB1J;5AAAAB;20100617;9;4;AB;;5;1054;1495;;4078;1722;1481;01;1242;60;4;false;;Ford;FIESTA Viistoperä (AB) 4ov 1242cm3;1;5;FIESTA;05;e9*01/116*0069*05;01;245;129;96722;042;WF0JXXGAJJ;3576204
M1;2010-06-09;;01;AACBZBX01;NFM6FM6AJ008;20100609;6;4;AA;;5;1270;1870;;4666;1769;1485;01;1197;77;4;true;;Skoda;OCTAVIA Sedan (AA) 4ov 1197cm3;1;6;OCTAVIA;05;e11*01/116*0230*36;01;398;134;92456;157;TMBCM61Z4A;3577682
M1;2010-05-25;;01;JZ1V;JZ1V06;20100525;1;4;AB;;5;1395;1894;;4344;1845;1678;01;1397;96;4;true;;Renault;MEGANE SCENIC Viistoperä (AB) 4ov 1397cm3;1;6;MEGANE SCENIC;05;e2*01/116*0379*09;01;444;168;94294;088;VF1JZ1V064;3580326
M1;2010-06-24;;01;G8DD1S;5KACMQ;20100624;8;4;AC;;5;1391;1885;;4597;1839;1537;02;1560;80;4;true;;Ford;FOCUS Farmari (AC) 4ov 1560cm3;1;5;FOCUS;05;e13*01/116*0144*19;02;491;115;134401;506;WF0SXXGCDS;3582241
M1;2010-06-18;;01;SHDC1P;5ABCLE;20100618;6;4;AB;;5;1249;1820;;4464;1839;1497;01;1596;74;4;false;;Ford;FOCUS Viistoperä (AB) 4ov 1596cm3;1;5;FOCUS;05;e13*01/116*0144*19;01;285;159;80066;488;WF0PXXGCDP;3584407
M1;2011-01-04;;01;HCDNCQ1;QD7B5022R8KH77MGEM0;20110104;1;4;AC;;5;1725;2220;;4826;1841;1505;01;1984;155;4;true;;Audi;AUDI A4 ALLROAD QUATTRO Farmari (AC) 4ov 1984cm3 A;2;7;AUDI A4 ALLROAD QUATTRO;05;e1*01/116*0430*15;01;106;189;124864;058;WAUZZZ8K9A;3586322
M1;2011-01-21;;01;BC11;1A02A6ALFMA5;20110121;6;4;AB;;5;1393;1940;;4946;1814;1510;01;1364;103;4;true;;Opel;ASTRA Viistoperä (AB) 4ov 1364cm3;1;6;ASTRA;05;e1*2007/46*0141*04;01;491;138;47937;521;W0LPD6EC1A;3588134
M1;2010-06-23;;01;UFBA1G;5CFBPB;20100623;9;4;AC;;5;1575;2290;;4954;1886;1548;02;1997;103;4;true;;Ford;MONDEO Farmari (AC) 4ov 1997cm3;1;6;MONDEO;05;e13*01/116*0249*10;02;499;139;171587;656;WF0GXXGBBG;3590405
M1;2010-06-16;;01;SW61;SW61P2;20001025;Y;5;AC;;5;1605;2100;2100;4710;1800;1460;01;2430;125;5;false;false;Volvo;V70 Farmari (AC) 5ov 2430cm3;1;5;V70;05;e4*98/14*0040*02;01;205;210;392130;875;YV1SW61P21;3592135
M1;2010-09-17;;01;SH5;577;20100917;8;4;AB;;5;1105;1503;1503;3920;1680;1505;01;1206;62;4;false;false;Chevrolet;AVEO Viistoperä (AB) 4ov 1206cm3;1;5;AVEO;05;e4*01/116*0063*28;01;182;130;104766;423;KL1SF48DJA;3593890
M1;2010-06-17;;01;JZ0Y;JZ0YBE;20100617;0;4;AF;;7;1722;2277;;4560;1845;1675;02;1995;110;4;true;;Renault;MEGANE SCENIC Monikäyttöajoneuvo (AF) 4ov 1995cm3 A;2;6;MEGANE SCENIC;05;e2*01/116*0379*09;02;091;184;158846;008;VF1JZ0YBE4;3595709
M1;2010-07-05;;01;SC5FS*;SC5FS0;20100705;Y;4;AB;;5;1150;1579;;3941;1728;1538;01;1598;88;4;false;;Citroen;C3 Viistoperä (AB) 4ov 1598cm3;1;5;C3;05;e2*2007/46*0003*01;01;915;138;22725;782;VF7SC5FS0A;3597414
M1;2011-05-25;;01;14J;2;20110525;6;4;AB;;5;1030;1485;;3905;1695;1475;01;1349;63;4;false;;Mazda;2 Viistoperä (AB) 4ov 1349cm3;1;5;2;05;e13*01/116*0254*03;01;683;125;31087;977;JMZDE14J20;3598903
M1;2010-06-28;;01;ADT270(E);ADT270L-AEFEYW(6C);20100628;5;4;AA;;5;1565;2100;2100;4695;1810;1480;02;1998;93;4;true;false;Toyota;AVENSIS Sedan (AA) 4ov 1998cm3;1;6;AVENSIS;05;e11*01/116*0331*02;02;444;141;134152;087;SB1BD76L00;3600341
M1;2010-07-21;;01;FW11;5B;20100721;8;4;AA;;5;1700;2235;;4899;1860;1464;02;1995;135;4;true;;BMW;520d Sedan (AA) 4ov 1995cm3 A;2;8;520d;05;e1*2007/46*0363*02;02;837;137;203776;332;WBAFW11040;3602383
M1;2010-07-09;;01;SA5FS*;SA5FS0/1;20100709;8;2;AB;;5;1150;1554;;3948;1715;1483;01;1598;88;4;false;;Citroen;DS3 Viistoperä (AB) 2ov 1598cm3;1;5;DS3;05;e2*2007/46*0003*01;01;543;136;91004;018;VF7SA5FS0A;3604142
M1;2010-07-09;;01;G8DD1S;5KACMQ;20100709;6;4;AC;;5;1391;1885;;4597;1839;1537;02;1560;80;4;true;;Ford;FOCUS Farmari (AC) 4ov 1560cm3;1;5;FOCUS;05;e13*01/116*0144*19;02;186;115;147530;044;WF0SXXGCDS;3606137
M1;2010-08-27;;01;ACCBZBX01;NFM6FM6AJ008;20100827;6;4;AC;;5;1280;1880;1880;4666;1769;1522;01;1197;77;4;true;false;Skoda;OCTAVIA Farmari (AC) 4ov 1197cm3;1;6;OCTAVIA;05;e11*01/116*0230*37;01;529;134;98747;211;TMBGM61Z7B;3607868
