ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1;2011-10-31;;01;F5P21;M52BZ1;20111031;Y;4;AF;;5;1253;1710;;4068;1765;1600;01;1396;66.2;4;false;;Kia;VENGA Monikäyttöajoneuvo (AF) 4ov 1396cm3;1;5;VENGA;05;e4*2007/46*0131*03;01;433;136;118929;129;TMAEH811AB;3835222
M1;2011-07-12;;01;H7S3M1;NZBBA503;20110712;0;5;AC;;5;1880;2450;;4556;1840;1699;02;2143;150;4;true;;Mercedes-Benz;GLK 250 CDI 4MATIC Farmari (AC) 5ov 2143cm3 A;2;7;GLK 250 CDI 4MATIC;05;e1*01/116*0480*10;02;529;168;107811;211;WDC2049821;3836627
M1;2012-06-28;;01;KHBE1;CAB5;20120109;8;4;AB;;5;1212;1535;1535;4059;1735;1617;01;1229;63;4;false;false;Chevrolet;AVEO Viistoperä (AB) 4ov 1229cm3;1;5;AVEO;05;e4*2007/46*0270*02;01;405;119;41233;534;KL1TF4839C;3839009
M1;2012-03-01;;01;PNCFB*;PNCFB4;20110908;6;4;AB;;4;880;1190;1190;3445;1630;1470;01;998;50;3;false;false;Peugeot;PEUGEOT 107 Viistoperä (AB) 4ov 998cm3;1;5;PEUGEOT 107;05;e11*01/116*0237*08;01;092;103;142299;013;VF3PNCFB48;3840843
M1;2012-02-10;;01;ABCGPAX01;NFM5FM52T11114N0;20120210;1;4;AB;;5;1095;1550;;4111;1642;1551;01;1198;51;3;false;;Skoda;FABIA Viistoperä (AB) 4ov 1198cm3;1;5;FABIA;05;e11*01/116*0291*31;01;106;128;33317;058;TMBEH65J0C;3842797
M1;2011-06-22;;01;VU51;AB;20080707;8;5;AC;;5;1595;2060;2060;4520;1820;1420;02;1990;130;4;true;false;BMW;320d Farmari (AC) 5ov 1990cm3;;;320d;05;e1*01/116*0308*08;02;301;146;240247;613;WBAVU51060;3844283
M1;2011-07-27;;01;NSP90(H);NSP90L-CHFGKW(2G);20110727;Y;4;AF;;5;1145;1480;;3785;1695;1530;01;1329;73;4;false;;Toyota;TOYOTA YARIS Monikäyttöajoneuvo (AF) 4ov 1329cm3;1;6;TOYOTA YARIS;05;e11*01/116*0249*06;01;153;120;24214;551;VNKKH96380;3846262
M1;2011-07-15;;01;ACCDAAX11;NAM6AM62Q0300;20110715;8;4;AC;;5;1470;2070;;4666;1769;1520;01;1798;118;4;true;;Skoda;OCTAVIA Farmari (AC) 4ov 1798cm3;1;6;OCTAVIA;05;e11*01/116*0230*41;01;286;180;46341;451;TMBKK61Z5C;3848013
M1;2011-12-07;;01;ACCAYCX0;FD7FD7AM014E7MGN1;20111207;8;4;AC;;5;1473;1980;;4631;1781;1524;02;1598;77;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1598cm3 A;2;7;GOLF;05;e1*01/116*0328*21;02;980;113;139887;334;WVWZZZ1KZB;3849739
M1;2012-02-27;;01;B5PG1;M56AZ1;20120227;Y;4;AF;;5;1268;1720;;4280;1775;1480;01;1396;80.2;4;false;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1396cm3;1;5;i 30;05;e11*01/116*0343*11;01;049;135;47727;026;TMADB51CAC;3851001
M1;2011-08-23;;01;LCDHAF1;FAVW0020R8K607MGEM0;20110823;9;4;AA;;5;1530;2005;;4851;1826;1437;01;1798;88;4;true;;Audi;AUDI A4 Sedan (AA) 4ov 1798cm3;3;;AUDI A4;05;e1*01/116*0430*19;01;106;169;67108;058;WAUZZZ8K8C;3852993
M1;2012-01-13;;01;DM11;1AACC1ADGKS5;20120113;8;4;AF;;5;1664;2145;;4830;1856;1498;02;1956;118;4;true;;Opel;INSIGNIA HATCHBACK Monikäyttöajoneuvo (AF) 4ov 1956cm3;1;6;INSIGNIA HATCHBACK;05;e1*2007/46*0374*03;02;179;129;117407;406;W0LGM6GM0B;3854957
M1;2011-10-18;;02;BW88;BW8850??;20111018;9;4;AC;;5;1804;2310;;4823;1876;1547;02;1984;120;5;true;;Volvo;V70 Farmari (AC) 4ov 1984cm3 A;2;6;V70;05;e9*01/116*0065*13;02;005;159;251603;629;YV1BW8850C;3856431
M1;2011-11-17;;01;CW72;128B;20110810;8;5;AC;1;7;2018;2538;2538;4673;1849;1727;02;2231;135;4;true;false;Chevrolet;CAPTIVA Farmari (AC) 4ov 2231cm3 A;2;6;CAPTIVA;05;e4*01/116*0113*18;02;050;203;117658;274;KL1CD2669B;3858271
M1;2012-03-28;;01;J225M1;NZAAA500;20100601;0;5;AC;1;5;1990;2565;2565;4918;1872;1512;02;2987;170;6;true;false;Mercedes-Benz;E 350 CDI 4MATIC Farmari (AC) 5ov 2987cm3 A;2;7;E 350 CDI 4MATIC;05;e1*2007/46*0200*03;02;680;200;158722;211;WDD2122891;3859802
M1;2011-08-10;;01;B;B01;20110810;2;4;AF;;5;1395;1735;;4135;1765;1565;01;1618;140;4;true;;Nissan;NISSAN JUKE Monikäyttöajoneuvo (AF) 4ov 1618cm3;1;6;NISSAN JUKE;05;e11*2007/46*0132*02;01;505;159;94631;046;SJNFAAF15U;3861153
M1;2011-08-11;;01;8D5FV*;8D5FV8;20110811;6;4;AA;;5;1475;1995;;4792;1853;1456;01;1598;115;4;true;;Peugeot;508 Sedan (AA) 4ov 1598cm3;1;6;508;05;e2*2007/46*0080*00;01;153;149;63721;551;VF38D5FV8B;3862684
M1;2012-03-23;;01;JNA11;AA5;20120323;0;4;AA;;5;1445;1819;;4600;1788;1575;01;1598;91;4;false;;Chevrolet;CRUZE Sedan (AA) 4ov 1598cm3;1;5;CRUZE;05;e4*01/116*0140*07;01;398;153;89791;151;KL1JF69E9C;3864756
M1;2011-12-15;;01;KR1S;KR1S0H;20111215;9;4;AC;;5;1185;1598;;4233;1719;1518;01;1149;55;4;false;;Renault;CLIO Farmari (AC) 4ov 1149cm3;1;5;CLIO;05;e2*01/116*0327*40;01;082;135;74408;137;VF1KR1S0H4;3866241
M1;2012-01-04;;01;FW11;5B;20120104;9;4;AA;;5;1700;2235;;4899;1860;1475;02;1995;135;4;true;;BMW;520d Sedan (AA) 4ov 1995cm3 A;2;8;520d;05;e1*2007/46*0363*04;02;092;137;181768;016;WBAFW11060;3867853
M1;2012-05-28;;01;KR2V;KR2V0H;20120528;9;4;AC;;5;1194;1690;;4233;1719;1518;02;1461;55;4;true;;Renault;CLIO Farmari (AC) 4ov 1461cm3;1;5;CLIO;05;e2*01/116*0327*40;02;316;106;176994;166;VF1KR2V0H4;3869702
M1;2011-09-06;;01;R20CF0;TCAAA500;20030516;Y;5;AC;1;5;1595;2095;2095;4541;1728;;02;2148;105;4;true;false;Mercedes-Benz;C 220 CDI Farmari (AC) 5ov 2148cm3 A;2;;C 220 CDI;05;e1*98/14*0158*07;02;749;189;488436;718;WDB2032061;3871548
M1;2012-03-27;;01;JHA11;AA5;20120327;8;4;AB;;5;1450;1818;;4543;1797;1542;01;1598;91;4;false;;Chevrolet;CRUZE Viistoperä (AB) 4ov 1598cm3;1;5;CRUZE;05;e4*01/116*0140*07;01;272;153;61339;677;KL1JF68E9C;3873113
M1;2011-09-05;;01;KNBA1G;5FCBP6;20110905;6;4;AC;;5;1685;2360;;4966;1886;1548;02;2179;147;4;true;;Ford;MONDEO Farmari (AC) 4ov 2179cm3;2;6;MONDEO;05;e13*01/116*0249*14;02;433;173;171879;127;WF0GXXGBBG;3874634
M1;2011-10-13;;01;A;A01;20111013;2;4;AF;;5;1275;1645;;4135;1765;1565;01;1598;86;4;false;;Nissan;NISSAN JUKE Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;5;NISSAN JUKE;05;e11*2007/46*0132*02;01;694;138;99890;111;SJNFBAF15U;3876334
M1;2012-07-17;;01;ACCFFBX0;FD6FD62E018STP17MGSNVR2O;20120717;6;4;AC;;5;1601;2210;;4874;1820;1536;02;1968;103;4;true;;Volkswagen;PASSAT Farmari (AC) 4ov 1968cm3 A;2;6;PASSAT;05;e1*01/116*0307*28;02;743;135;277735;605;WVWZZZ3CZC;3877866
M1;2011-12-21;;01;FW84;FW84A1??;20111221;6;4;AC;;5;1648;2110;;4628;1865;1479;02;1560;84;4;true;;Volvo;V60 Farmari (AC) 4ov 1560cm3;1;6;V60;05;e9*2007/46*0023*05;02;179;119;85248;407;YV1FW84A1C;3879575
M1;2011-09-27;;01;ACCAYCX01;NFD7FD7AM0140;20110927;0;4;AC;;5;1390;1990;;4666;1769;1522;02;1598;77;4;true;;Skoda;OCTAVIA Farmari (AC) 4ov 1598cm3 A;2;7;OCTAVIA;05;e11*01/116*0230*42;02;851;123;246608;954;TMBHT61Z9C;3881386
M1;2012-05-08;;01;ACCBZAX0;FM5FM5AH018N7MGN1;20120508;8;4;AC;;5;1347;1900;;4631;1781;1524;01;1197;63;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1197cm3;1;5;GOLF;05;e1*01/116*0328*22;01;049;132;68941;026;WVWZZZ1KZC;3882750
M1;2012-02-02;;01;BR9;570;20120202;9;4;AC;;5;1582;2030;;4775;1780;1535;01;2457;123;4;false;;Subaru;LEGACY Farmari (AC) 4ov 2457cm3;3;;LEGACY;12;e1*2007/46*0079*03;01;047;188;193212;994;JF1BR9L92B;3884544
M1;2012-03-13;;01;MW75;MW7531??;20041124;5;4;AC;;5;1470;1960;1960;4510;1770;1430;02;1997;100;4;true;false;Volvo;V50 Farmari (AC) 4ov 1997cm3;1;6;V50;05;e4*01/116*0076*05;02;020;152;390928;378;YV1MW75315;3886065
M1;2011-12-30;;01;SCAXCF1;FD7AM006R8P607MGEM1;20111230;2;4;AC;;5;1385;1870;;4443;1765;1423;01;1390;92;4;true;;Audi;AUDI A3 Farmari (AC) 4ov 1390cm3 A;2;7;AUDI A3;05;e1*01/116*0217*30;01;106;127;106449;058;WAUZZZ8PXC;3887956
M1G;2011-10-14;;01;PB51;02;20050520;0;5;AC;1;5;1930;2355;2355;4570;1850;1670;02;2990;150;6;true;false;BMW;X3 3.0d Farmari (AC) 5ov 2990cm3 A;2;5;X3 3.0d;05;e1*01/116*0249*04;02;179;243;292846;405;WBAPB51060;3889609
M1;2012-06-26;;01;NC9HR*;NC9HR8/2PS;20110921;0;4;AB;;5;1365;1825;1825;4329;1789;1523;02;1560;82;4;true;false;Citroen;C4 Viistoperä (AB) 4ov 1560cm3 A;2;6;C4;05;e2*2007/46*0040*02;02;564;109;191771;904;VF7NC9HR8B;3890913
M1;2011-10-14;;01;UFBA1G;5CFBPB;20111014;9;4;AC;;5;1645;2290;;4966;1886;1548;02;1997;103;4;true;;Ford;MONDEO Farmari (AC) 4ov 1997cm3;1;6;MONDEO;05;e13*01/116*0249*14;02;082;139;191641;137;WF0GXXGBBG;3892703
M1;2013-05-14;;01;EV52;02;20041115;;4;;;;1540;1965;1965;4471;1739;;01;2979;170;6;false;false;BMW;330I  4ov 2979cm3 A;2;;330I;05;e1*98/14*0097*14;01;740;230;180860;577;WBAEV52000;3894063
M1;2011-10-11;;01;CAVCAC;FD7FD7AM0067MGS5N1VR0SM;20111011;Y;4;AC;;5;1536;2150;;4494;1794;1694;01;1390;103;4;true;;Volkswagen;TOURAN Farmari (AC) 4ov 1390cm3 A;2;7;TOURAN;05;DE*2007/46*0506*00;01;286;154;53983;469;WVGZZZ1TZC;3895604
M1;2011-12-09;;01;SH5;5F0;20111209;9;4;AC;;5;1570;2015;;4560;1780;1700;01;1995;110;4;false;;Subaru;FORESTER Farmari (AC) 4ov 1995cm3 A;2;4;FORESTER;05;e13*01/116*0982*07;01;755;174;136513;025;JF1SHJLS5B;3897140
M1;2011-10-07;;01;MW58;MW5850??;20111007;6;4;AF;;5;1630;2020;;4522;1785;1499;02;1984;110;5;true;;Volvo;V50 Monikäyttöajoneuvo (AF) 4ov 1984cm3 A;2;6;V50;05;e4*01/116*0076*25;02;407;154;115123;078;YV1MW5850C;3898537
M1;2011-10-28;;01;ACCFGBX11;NAM6AM62Q018W0;20111028;Y;4;AC;;5;1654;2217;;4937;1817;1529;02;1968;125;4;true;;Skoda;SUPERB Farmari (AC) 4ov 1968cm3;1;6;SUPERB;05;e11*01/116*0326*18;02;680;165;111367;212;TMBLF73TXC;3900046
M1;2012-02-20;;01;CW721;AIACA6A6A;20080704;8;4;;;7;1810;2410;2410;4640;1800;1680;02;2179;115;;true;false;Mitsubishi;OUTLANDER  4ov 2179cm3;;;OUTLANDER;05;e1*2001/116*0406*04;02;564;194;267533;902;JMBXJCW7W8;3901734
M1;2011-10-10;;01;ZNR20(W);ZNR11L-GRMEKW(1A);20040827;1;5;AF;1;7;1450;2035;2035;4360;1770;1620;01;1790;95;4;false;false;Toyota;COROLLA VERSO Monikäyttöajoneuvo (AF) 5ov 1790cm3;1;5;COROLLA VERSO;05;e11*01/116*0222*00;01;599;184;134190;686;NMTER16R60;3903418
M1G;2011-10-26;;01;DZ82;DZ8256??;20111026;1;4;AC;;5;1941;2505;;4627;1891;1713;02;2400;158;5;true;;Volvo;XC60 Farmari (AC) 4ov 2400cm3 A;2;6;XC60;05;e9*01/116*0068*09;02;179;179;137426;418;YV1DZ8256C;3904865
M1;2012-05-30;;01;GA211;ACBBA5A5AAAC;20120530;0;4;AC;;5;1359;1870;;4295;1770;1625;01;1590;86;4;false;;Mitsubishi;MITSUBISHI ASX Farmari (AC) 4ov 1590cm3;1;5;MITSUBISHI ASX;05;e1*2007/46*0368*02;01;505;135;80032;045;JMBXNGA1WB;3906481
M1;2012-01-05;;01;KN11;4A06D5B2BDA5;20120105;2;4;AF;;5;1163;1625;;4040;1737;1488;01;1229;63;4;false;;Opel;CORSA Monikäyttöajoneuvo (AF) 4ov 1229cm3;1;5;CORSA;05;e1*01/116*0379*19;01;172;119;104333;196;W0L0SDL68C;3908005
M1;2011-11-30;;01;ACCBZBX0;FD7FD7AM006N7MGN1;20111130;Y;4;AC;;5;1400;1970;;4299;1759;1641;01;1197;77;4;true;;Volkswagen;GOLF PLUS Farmari (AC) 4ov 1197cm3 A;2;7;GOLF PLUS;05;e1*01/116*0304*25;01;599;139;60788;689;WVWZZZ1KZC;3909284
M1;2011-10-21;;01;ACBKPX0;FM6FM62Q009STP0GG;20061009;2;5;AC;;5;1585;2140;2140;4770;1820;1470;02;1960;103;4;true;false;Volkswagen;PASSAT Farmari (AC) 5ov 1960cm3;1;6;PASSAT;05;e1*01/116*0307*10;02;286;158;343966;453;WVWZZZ3CZ7;3911193
M1;2011-11-18;;01;ACAGAQ1;QM6B2003R8K607MGEM1;20111118;0;4;AC;;5;1675;2170;;4851;1826;1446;02;1968;105;4;true;;Audi;AUDI A4 Farmari (AC) 4ov 1968cm3;1;6;AUDI A4;05;e1*01/116*0430*19;02;301;149;221205;613;WAUZZZ8K0C;3912502
M1;2011-11-04;;01;ND71;AB;20071023;6;4;AA;1;5;1615;2100;2100;4840;1850;1470;01;2990;200;6;false;false;BMW;530i Sedan (AA) 4ov 2990cm3 A;2;;530i;05;e1*01/116*0230*11;01;529;178;126795;211;WBAND71040;3913907
M1;2011-12-13;;01;BF11;1A02A4DBBA2;20050722;6;2;AE;;2;1265;1505;1505;3920;1690;1360;01;1790;92;4;false;false;Opel;TIGRA Avoauto (AE) 2ov 1790cm3;;;TIGRA;05;e11*01/116*0227*02;01;853;185;129732;202;W0L0XCR975;3915393
M1;2011-11-16;;01;ZGR21(WF);ZGR21L-GWFEPW(3E);20111116;6;4;AF;;7;1580;2125;;4440;1790;1670;01;1798;108;4;false;;Toyota;TOYOTA VERSO Monikäyttöajoneuvo (AF) 4ov 1798cm3;1;6;TOYOTA VERSO;05;e11*01/116*0350*04;01;297;162;73179;704;NMTDG26R60;3916792
M1;2011-11-24;;01;ACCFHCX01;L0J2FM6FM62Q034N1SB7MG;20111124;9;6;AC;;5;1549;2365;;4975;1794;1861;02;1968;103;4;true;;Volkswagen;CADDY Farmari (AC) 6ov 1968cm3;1;6;CADDY;05;e1*01/116*0252*31;02;732;158;145378;989;WV2ZZZ2KZC;3918396
M1;2012-03-08;;01;ACLAAQ1;QD7B5027R4G60S57MGEM2;20120308;8;4;AC;;5;1865;2420;;5047;1874;1471;02;2967;150;6;true;;Audi;AUDI A6 Farmari (AC) 4ov 2967cm3 A;2;7;AUDI A6;05;e1*2007/46*0436*04;02;398;152;150647;151;WAUZZZ4G2C;3920062
M1;2011-11-21;;01;B21S;MT;20111121;3;4;AB;;5;1275;1685;;4255;1755;1620;01;1586;88;4;false;;Suzuki;SX4 Viistoperä (AB) 4ov 1586cm3;1;5;SX4;05;e4*01/116*0105*13;01;182;149;19623;358;TSMEYB21S0;3921417
M1;2012-02-22;;01;R046K0;THAAA502;20030403;8;4;AA;;5;1505;;1955;4528;1728;1390;01;1796;105;4;true;false;Mercedes-Benz;C 180 KOMPRESSOR Sedan (AA) 4ov 1796cm3 A;2;;C 180 KOMPRESSOR;05;e1*98/14*0139*11;01;481;202;119571;212;WDB2030461;3923256
M1;2011-11-29;;01;F5DV1;M62AZ1;20111129;6;4;AF;;5;1419;1920;;4490;1790;1525;02;1582;85;4;true;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;6;CEED;05;e4*01/116*0121*19;02;297;119;152215;708;U5YHC816AC;3924805
M1;2012-03-12;;01;C5D11;A62BZ1;20120312;9;4;AC;;5;1589;2150;;4770;1815;1470;02;1685;100;4;true;;Hyundai;i40 Farmari (AC) 4ov 1685cm3 A;2;6;i40;05;e4*2007/46*0263*03;02;049;159;87662;021;KMHLC81UBC;3926020
M1;2012-01-12;;01;A;A01;20120112;2;4;AF;;5;1278;1645;;4135;1765;1565;01;1598;86;4;false;;Nissan;NISSAN JUKE Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;5;NISSAN JUKE;05;e11*2007/46*0132*03;01;625;138;81515;861;SJNFBAF15U;3927602
M1;2011-12-30;;01;ACCFHCX1;NAM6AM62Q0310;20111230;1;4;AC;;5;1530;2075;;4360;1793;1691;02;1968;103;4;true;;Skoda;YETI Farmari (AC) 4ov 1968cm3;1;6;YETI;05;e11*2007/46*0010*12;02;564;157;141429;904;TMBLD75L2C;3928936
M1;2011-12-08;;01;8ERHH*;8ERHHA;20111208;9;4;AC;;5;1615;2180;;4813;1853;1476;02;1997;120;4;true;;Peugeot;508 Farmari (AC) 4ov 1997cm3 A;2;6;508;05;e2*2007/46*0080*01;02;564;150;105916;908;VF38ERHHAB;3930687
M1G;2011-12-13;;01;DZ87;DZ8756??;20111213;2;4;AC;;5;1941;2505;;4627;1891;1713;02;2400;120;5;true;;Volvo;XC60 Farmari (AC) 4ov 2400cm3 A;2;6;XC60;05;e9*01/116*0068*10;02;179;179;74926;405;YV1DZ8756C;3932637
M1;2012-03-09;;01;A;A05;20120309;8;4;AF;;5;1451;1830;;4330;1783;1623;01;1598;86;4;false;;Nissan;NISSAN QASHQAI Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;5;NISSAN QASHQAI;05;e11*01/116*0295*18;01;777;139;154365;896;SJNFAAJ10U;3934210
M1G;2011-12-08;;01;ACCFFBX1;AD7AD7BH003GDSTVR27MQO;20111208;1;4;AC;;5;1664;2260;;4526;1809;1701;02;1968;103;4;true;;Volkswagen;TIGUAN Farmari (AC) 4ov 1968cm3 A;2;7;TIGUAN;05;e1*01/116*0450*12;02;049;158;148886;021;WVGZZZ5NZC;3935486
M1;2011-11-30;;01;R044K0;TBAAA50;20020103;0;4;AA;1;5;1520;1970;1970;4528;1728;1390;01;1998;120;4;true;false;Mercedes-Benz;C 200 KOMPRESSOR Sedan (AA) 4ov 1998cm3 A;2;5;C 200 KOMPRESSOR;05;e1*98/14*0139*08;01;102;227;172560;327;WDB2030451;3937410
M1;2012-02-10;;01;LCGLCF1;FAVAW008R4G60S57MGEM2;20120210;8;4;AA;;5;1660;2165;;5047;1874;1465;02;1968;130;4;true;;Audi;AUDI A6 Sedan (AA) 4ov 1968cm3;3;;AUDI A6;05;e1*2007/46*0436*05;02;179;132;128033;401;WAUZZZ4GXC;3939203
M1;2012-03-08;;01;F5PI1;M64AZ1;20120308;9;4;AF;;5;1317;1820;;4490;1790;1525;01;1591;91.9;4;false;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1591cm3;1;6;CEED;05;e4*01/116*0121*19;01;853;142;69869;209;U5YHC812AC;3940813
M1;2012-03-27;;01;ABCGPA;FM5FM52T111LLNVR07MG;20120327;6;4;AB;;5;1067;1550;;4064;1682;1500;01;1198;51;3;false;;Volkswagen;POLO Viistoperä (AB) 4ov 1198cm3;1;5;POLO;05;e1*01/116*0510*11;01;092;128;61258;012;WVWZZZ6RZC;3942069
M1;2011-12-30;;01;C5P21;M61AZ1;20111230;Y;4;AC;;5;1470;2030;;4770;1815;1470;01;1591;99;4;false;;Hyundai;i40 Farmari (AC) 4ov 1591cm3;1;6;i40;05;e4*2007/46*0263*03;01;109;140;94576;133;KMHLC81AAC;3943713
M1;2012-03-16;;01;A;A06;20120316;1;4;AF;;7;1538;2072;;4541;1783;1646;01;1598;86;4;false;;Nissan;NISSAN QASHQAI+2 Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;5;NISSAN QASHQAI+2;05;e11*01/116*0295*18;01;091;149;88193;008;SJNJAAJ10U;3944941
M1;2012-08-09;;01;ACCAYDX01;N0J2FM5FM5A4056N1ST7MQ;20120809;8;6;AC;;5;1522;2264;;4505;1794;1856;02;1598;75;4;true;;Volkswagen;CADDY Farmari (AC) 6ov 1598cm3;1;5;CADDY;05;e1*01/116*0252*32;02;927;149;138634;034;WV2ZZZ2KZC;3946264
M1;2012-03-28;;01;SCCBZBX0;SGNFM52T1067MQGI;20120328;9;4;AF;;5;1090;1541;;4052;1693;1439;01;1197;77;4;true;;Seat;IBIZA Monikäyttöajoneuvo (AF) 4ov 1197cm3;1;5;IBIZA;05;e9*01/116*0067*20;01;398;124;36291;153;VSSZZZ6JZC;3947841
M1;2012-02-01;;01;JTBB1E;5LGBNL;20120201;0;4;AB;;5;1565;2150;;4898;1886;1500;01;1596;118;4;true;;Ford;MONDEO Viistoperä (AB) 4ov 1596cm3;1;6;MONDEO;05;e13*01/116*0249*15;01;740;149;56008;578;WF0EXXGBBE;3949245
M1;2012-06-19;;01;F5P41;M52BZ1;20120619;9;4;AF;;5;930;1370;;3595;1595;1480;01;1248;62.5;4;false;;Kia;PICANTO Monikäyttöajoneuvo (AF) 4ov 1248cm3;1;5;PICANTO;05;e4*2007/46*0256*03;01;423;106;31271;214;KNABX512AC;3950585
M1;2012-03-19;;01;ADT270(W);ADT270L-AWFEYW(7F);20120319;8;4;AF;;5;1666;2130;;4780;1810;1480;02;1998;91;4;true;;Toyota;TOYOTA AVENSIS Monikäyttöajoneuvo (AF) 4ov 1998cm3;1;6;TOYOTA AVENSIS;05;e11*01/116*0331*05;02;020;120;104219;378;SB1ED76L10;3951889
M1;2012-01-10;;01;SH5;0F0;20110223;;4;AC;;5;1555;2015;2015;4560;1780;1700;01;1995;110;4;false;false;Subaru;FORESTER Farmari (AC) 4ov 1995cm3;1;5;FORESTER;05;e13*01/116*0982*06;01;405;173;77404;534;JF1SHJLW4B;3953438
M1;2012-02-08;;01;ZRE151(H);ZRE151L-DHFNPW(3N);20120208;8;4;AF;;5;1370;1750;;4245;1760;1515;01;1598;97;4;false;;Toyota;TOYOTA AURIS Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;6;TOYOTA AURIS;05;e11*01/116*0305*12;01;285;154;34474;486;NMTKE56E30;3954710
M1G;2012-01-04;;01;S4KW2F;E5L1;20120104;9;4;AC;;5;2610;3175;;4966;1928;1974;02;2993;188;6;true;;Land Rover;RANGE ROVER SPORT Farmari (AC) 4ov 2993cm3 A;2;8;RANGE ROVER SPORT;05;e11*01/116*0243*10;02;405;230;99239;538;SALLSAAG6C;3956114
M1;2012-01-24;;01;ACCAXAX0;FD7FD7AM006N7MGN1;20120124;6;4;AC;;5;1438;1990;;4299;1759;1641;01;1390;90;4;true;;Volkswagen;GOLF PLUS Farmari (AC) 4ov 1390cm3 A;2;7;GOLF PLUS;05;e1*01/116*0304*25;01;049;146;63829;027;WVWZZZ1KZC;3957370
M1;2012-02-24;;01;F5PH1;A41AZ1;20120224;Y;4;AF;;5;1334;1840;;4490;1790;1525;01;1591;91.9;4;false;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1591cm3 A;2;4;CEED;05;e4*01/116*0121*19;01;272;158;72821;674;U5YHC812BC;3958868
M1;2012-01-25;;01;J20CF0;TFBBAA0;20011030;5;4;AC;1;5;1715;2270;2270;4839;1799;1477;02;2148;105;;true;false;Mercedes-Benz;E 220 CDI Farmari (AC) 4ov 2148cm3 A;2;;E 220 CDI;05;e1*93/81*0033*19;02;092;188;253651;016;WDB2102061;3960466
M1;2012-02-22;;01;ZRE151(H);ZRE151L-DHFNPW(1N);20120222;Y;4;AF;;5;1370;1750;;4245;1760;1515;01;1598;97;4;false;;Toyota;TOYOTA AURIS Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;6;TOYOTA AURIS;05;e11*01/116*0305*12;01;604;153;93779;339;NMTKE56E40;3961919
M1;2012-02-29;;01;ACCFFBX01;NFD6FD62E0180;20120229;9;4;AC;;5;1591;2154;;4937;1817;1529;02;1968;103;4;true;;Skoda;SUPERB Farmari (AC) 4ov 1968cm3 A;2;6;SUPERB;05;e11*01/116*0326*19;02;244;158;121542;904;TMBJE73T6C;3963580
M1;2012-02-24;;01;CB221;AMBAA6A5AAAJ;20120224;8;4;AC;;5;1720;2170;;4665;1800;1720;02;2268;130;4;true;;Mitsubishi;MITSUBISHI OUTLANDER Farmari (AC) 4ov 2268cm3;1;6;MITSUBISHI OUTLANDER;05;e1*01/116*0482*07;02;853;163;130664;203;JMBXJCW1WC;3965096
M1;2012-01-26;;01;FW84;FW84A1??;20120126;1;4;AC;;5;1648;2110;;4628;1865;1479;02;1560;84;4;true;;Volvo;V60 Farmari (AC) 4ov 1560cm3;1;6;V60;05;e9*2007/46*0023*06;02;398;119;78828;158;YV1FW84A1C;3966374
M1;2012-01-17;;01;L357M0;NZAAA402;20090918;8;2;AD;;4;1670;2140;2140;4717;1786;1408;01;3498;215;6;false;false;Mercedes-Benz;E 350 CGI Coupé (AD) 2ov 3498cm3 A;2;7;E 350 CGI;05;e1*01/116*0502*03;01;049;203;94577;027;WDD2073571;3968130
M1;2012-03-29;;01;SHD;0K0;20120329;Y;4;AC;;5;1615;2050;;4560;1780;1700;02;1998;108;4;true;;Subaru;FORESTER Farmari (AC) 4ov 1998cm3;1;6;FORESTER;05;e13*01/116*0982*07;02;444;155;72971;081;JF1SHNLZ3C;3970801
M1;2012-02-14;;01;ZRT271(W);ZRT271L-AWFEPW(2F);20120214;8;4;AF;;5;1526;2000;;4780;1810;1480;01;1798;108;4;false;;Toyota;TOYOTA AVENSIS Monikäyttöajoneuvo (AF) 4ov 1798cm3;1;6;TOYOTA AVENSIS;05;e11*01/116*0331*05;01;704;153;73548;212;SB1EG76L90;3972192
